ITEM CLASS,ITEM NUMBER,Display Title,Category,LENGTH,WIDTH,DEPTH,DESCRIPTION,PRINT,COLOR,STRENGTH,FLUTE,STYLE,LENGTH,WIDTH,DEPTH,WEIGHT/PALLET,WEIGHT/M ,BUNDLE QTY,PALLET QTY,UNIT OF MEASURE,COST
CB,12114121,Corrugated Box,Corrugated Boxes,21,14,12,Corrugated Box 21 X 14 X 12,Plain,Kraft,200#,C,RSC,,,,,1664,15,270,Each,1.355
CB,12114141,Corrugated Box,Corrugated Boxes,21,14,14,Corrugated Box 21 X 14 X 14  ,Plain,Kraft,200#,C,RSC,,,,,1730,15,270,Each,1.465
CB,12118081,Corrugated Box,Corrugated Boxes,21,18,8,"Corrugated Box 21 X 18 X 8-1/2  W/ 2-1/2"", 4-1/2"", 6-1/2"" SCORES",Plain,Kraft,200#,C,RSC,,,,,1953,15,270,Each,1.779
CB,12115061,Corrugated Box,Corrugated Boxes,21,15,6,Corrugated Box 21-3/8 X 15-5/8 X 6-3/8 - SS4,Plain,Kraft,ECT 32,C,RSC,,,,,1449,25,300,Each,0.558
CB,12115091,Corrugated Box,Corrugated Boxes,21,15,9,Corrugated Box 21-3/8 X 15-5/8 X 9-1/2 - SS6,Plain,Kraft,ECT 32,C,RSC,,,,,1654,25,300,Each,0.615
CB,12115121,Corrugated Box,Corrugated Boxes,21,15,12,Corrugated Box 21-3/8 X 15-5/8 X 12-5/8 - SS8,Plain,Kraft,200#,C,RSC,,,,,1843,25,250,Each,0.716
CB,12115151,Corrugated Box,Corrugated Boxes,21,15,15,Corrugated Box 21-3/8 X 15-5/8 X 15-3/4 - SS10,Plain,Kraft,200#,C,RSC,,,,,2048,20,140,Each,0.824
CB,12115181,Corrugated Box,Corrugated Boxes,21,15,18,Corrugated Box 21-3/8 X 15-5/8 X 18-5/8 - SS12,Plain,Kraft,200#,C,RSC,,,,,2221,10,280,Each,1.19
CB,12206061,Corrugated Box,Corrugated Boxes,22,6,6,Corrugated Box 22 X 6 X 6  ,Plain,Kraft,200#,C,RSC,,,,,622,25,500,Each,0.569
CB,12210041,Corrugated Box,Corrugated Boxes,22,10,4,Corrugated Box 22 X 10 X 4  ,Plain,Kraft,200#,C,RSC,,,,,819,25,500,Each,0.718
CB,12210091,Corrugated Box,Corrugated Boxes,22,10,9,Corrugated Box 22 X 10 X 9  ,Plain,Kraft,200#,C,RSC,,,,,1092,25,500,Each,0.917
CB,12212101,Corrugated Box,Corrugated Boxes,22,12,10,Corrugated Box 22 X 12 X 10  ,Plain,Kraft,200#,C,RSC,,,,,1330,25,500,Each,0.92
CB,12213101,Corrugated Box,Corrugated Boxes,22,13,10,Corrugated Box 22 X 13-1/2 X 10-3/4  ,Plain,Kraft,200#,C,RSC,,,,,1572,15,270,Each,1.418
CB,12214121,Corrugated Box,Corrugated Boxes,22,14,12,Corrugated Box 22 X 14 X 12  ,Plain,Kraft,200#,C,RSC,,,,,1656,15,250,Each,1.03
CB,12214141,Corrugated Box,Corrugated Boxes,22,14,14,Corrugated Box 22 X 14 X 14  ,Plain,Kraft,200#,C,RSC,,,,,1750,15,270,Each,1.18
CB,12215101,Corrugated Box,Corrugated Boxes,22,15,10,Corrugated Box 22 X 15 X 10  ,Plain,Kraft,200#,C,RSC,,,,,1630,25,250,Each,1.504
CB,12217121,Corrugated Box,Corrugated Boxes,22,17,12,Corrugated Box 22 X 17 X 12  ,Plain,Kraft,200#,C,RSC,,,,,1991,15,270,Each,1.516
CB,12218061,Corrugated Box,Corrugated Boxes,22,18,6,Corrugated Box 22 X 18 X 6  ,Plain,Kraft,200#,C,RSC,,,,,1738,15,270,Each,1.381
CB,12218161,Corrugated Box,Corrugated Boxes,22,18,16,Corrugated Box 22 X 18 X 16  ,Plain,Kraft,200#,C,RSC,,,,,2444,10,260,Each,1.58
CB,12220181,Corrugated Box,Corrugated Boxes,22,20,18,Corrugated Box 22 X 20 X 18-1/2  ,Plain,Kraft,200#,C,RSC,,,,,2821,15,135,Each,2.539
CB,12222061,Corrugated Box,Corrugated Boxes,22,22,6,Corrugated Box 22 X 22 X 6  ,Plain,Kraft,200#,C,RSC,,,,,2200,10,240,Each,2.045
CB,12222071,Corrugated Box,Corrugated Boxes,22,22,7,Corrugated Box 22 X 22 X 7  ,Plain,Kraft,200#,C,RSC,,,,,2350,10,280,Each,2.378
CB,12222081,Corrugated Box,Corrugated Boxes,22,22,8,Corrugated Box 22 X 22 X 8  ,Plain,Kraft,200#,C,RSC,,,,,2318,10,260,Each,2.177
CB,12222101,Corrugated Box,Corrugated Boxes,22,22,10,Corrugated Box 22 X 22 X 10  ,Plain,Kraft,200#,C,RSC,,,,,2467,10,280,Each,1.67
CB,12222121,Corrugated Box,Corrugated Boxes,22,22,12,Corrugated Box 22 X 22 X 12  ,Plain,Kraft,200#,C,RSC,,,,,2617,15,270,Each,2.234
CB,12222161,Corrugated Box,Corrugated Boxes,22,22,16,Corrugated Box 22 X 22 X 16  ,Plain,Kraft,200#,C,RSC,,,,,2916,10,130,Each,2.386
CB,12222181,Corrugated Box,Corrugated Boxes,22,22,18,Corrugated Box 22 X 22 X 18  ,Plain,Kraft,200#,C,RSC,,,,,3061,15,135,Each,2.564
CB,12222221,Corrugated Box,Corrugated Boxes,22,22,22,Corrugated Box 22 X 22 X 22  ,Plain,Kraft,200#,C,RSC,,,,,3365,10,140,Each,1.98
CB,12222241,Corrugated Box,Corrugated Boxes,22,22,24,Corrugated Box 22 X 22 X 24  ,Plain,Kraft,200#,C,RSC,,,,,3514,10,130,Each,2.954
CB,12222301,Corrugated Box,Corrugated Boxes,22,22,30,Corrugated Box 22 X 22 X 30  ,Plain,Kraft,200#,C,RSC,,,,,4078,10,130,Each,3.685
CB,12222361,Corrugated Box,Corrugated Boxes,22,22,36,Corrugated Box 22 X 22 X 36  ,Plain,Kraft,200#,C,RSC,,,,,4543,10,140,Each,4.469
CB,12212102,Corrugated Box,Corrugated Boxes,22,12,10,Corrugated Box 22-1/4 X 12-1/2 X 10-1/4  ,Plain,Kraft,200#,C,RSC,,,,,1439,25,500,Each,1.539
CB,12219121,Corrugated Box,Corrugated Boxes,22,19,12,Corrugated Box 22-1/4 X 19-5/8 X 12-1/4  ,Plain,Kraft,200#,C,RSC,,,,,2350,15,270,Each,1.899
CB,12308061,Corrugated Box,Corrugated Boxes,23,8,6,Corrugated Box 23 X 8 X 6  ,Plain,Kraft,200#,C,RSC,,,,,794,25,500,Each,0.893
CB,52310061,Corrugated Box,Corrugated Boxes,23,10,6,Corrugated Box 23 X 10 X 6 - Nordstrom #1 W/FOL + PERFORATION,Plain,Kraft,200#,C,RSC,,,,,,25,300,Each,0.8
CB,52310121,Corrugated Box,Corrugated Boxes,23,10,12,Corrugated Box 23 X 10 X 12 - Nordstrom #2 W/FOL + PERFORATION,Plain,Kraft,200#,C,RSC,,,,,,25,300,Each,0.99
CB,12313031,Corrugated Box,Corrugated Boxes,23,13,3,Corrugated Box 23 X 13 X 3  ,Plain,Kraft,200#,C,RSC,,,,,1117,25,250,Each,1.195
CB,12314101,Corrugated Box,Corrugated Boxes,23,14,10,Corrugated Box 23 X 14 X 10,Plain,Kraft,200#,C,RSC,,,,,1575,25,250,Each,1.09
CB,52315171,Corrugated Box,Corrugated Boxes,23,15,17,Corrugated Box 23 X 15 X 17 - Nordstrom #3 W/FOL + PERFORATION,Plain,Kraft,200#,C,RSC,,,,,,25,300,Each,1.54
CB,12316191,Corrugated Box,Corrugated Boxes,23,16,19,Corrugated Box 23 X 16 X 19  ,Plain,Kraft,200#,C,RSC,,,,,2389,10,280,Each,2.081
CB,12314041,Corrugated Box,Corrugated Boxes,23,14,4,Corrugated Box 23-1/2 X 14 X 4 - 4X,Plain,Kraft,ECT 32,C,RSC,,,,,1225,25,450,Each,0.444
CB,12314061,Corrugated Box,Corrugated Boxes,23,14,6,Corrugated Box 23-1/2 X 14 X 6 - 6X,Plain,Kraft,ECT 32,C,RSC,,,,,1241,25,375,Each,0.497
CB,12316141,Corrugated Box,Corrugated Boxes,23,16,14,Corrugated Box 23-1/2 X 16 X 14,Plain,Kraft,200#,C,RSC,,,,,2228,15,270,Each,1.8
CB,12404041,Corrugated Box,Corrugated Boxes,24,4,4,Corrugated Box 24 X 4 X 4  ,Plain,Kraft,200#,C,RSC,,,,,430,25,1000,Each,0.54
CB,12406061,Corrugated Box,Corrugated Boxes,24,6,6,Corrugated Box 24 X 6 X 6  ,Plain,Kraft,200#,C,RSC,,,,,666,25,1000,Each,0.582
CB,12408061,Corrugated Box,Corrugated Boxes,24,8,6,Corrugated Box 24 X 8 X 6  ,Plain,Kraft,200#,C,RSC,,,,,869,25,500,Each,0.883
CB,12408081,Corrugated Box,Corrugated Boxes,24,8,8,Corrugated Box 24 X 8 X 8  ,Plain,Kraft,200#,C,RSC,,,,,928,25,500,Each,0.772
CB,12409091,Corrugated Box,Corrugated Boxes,24,9,9,Corrugated Box 24 X 9 X 9  ,Plain,Kraft,200#,C,RSC,,,,,990,25,500,Each,1.002
CB,12410061,Corrugated Box,Corrugated Boxes,24,10,6,Corrugated Box 24 X 10 X 6  ,Plain,Kraft,200#,C,RSC,,,,,985,25,500,Each,0.86
CB,12410081,Corrugated Box,Corrugated Boxes,24,10,8,Corrugated Box 24 X 10 X 8  ,Plain,Kraft,200#,C,RSC,,,,,1101,25,300,Each,0.512
CB,12410101,Corrugated Box,Corrugated Boxes,24,10,10,Corrugated Box 24 X 10 X 10,Plain,Kraft,200#,C,RSC,,,,,1244,25,250,Each,0.977
CB,12410151,Corrugated Box,Corrugated Boxes,24,10,15,Corrugated Box 24 X 10 X 15  ,Plain,Kraft,200#,C,RSC,,,,,1507,15,270,Each,1.418
CB,12412061,Corrugated Box,Corrugated Boxes,24,12,6,Corrugated Box 24 X 12 X 6  ,Plain,Kraft,200#,C,RSC,,,,,1165,15,270,Each,0.7
CB,12412081,Corrugated Box,Corrugated Boxes,24,12,8,Corrugated Box 24 X 12 X 8  ,Plain,Kraft,200#,C,RSC,,,,,1288,25,500,Each,0.88
CB,12412101,Corrugated Box,Corrugated Boxes,24,12,10,Corrugated Box 24 X 12 X 10  ,Plain,Kraft,200#,C,RSC,,,,,1441,15,270,Each,0.87
CB,12412121,Corrugated Box,Corrugated Boxes,24,12,12,Corrugated Box 24 X 12 X 12,Plain,Kraft,200#,C,RSC,,,,,1533,15,270,Each,0.85
CB,12413121,Corrugated Box,Corrugated Boxes,24,13,12,Corrugated Box 24 X 13-1/8 X 12-3/4,Plain,Kraft,200#,C,RSC,,,,,1707,15,405,Each,1.478
CB,12414041,Corrugated Box,Corrugated Boxes,24,14,4,Corrugated Box 24 X 14 X 4  ,Plain,Kraft,200#,C,RSC,,,,,1315,25,450,Each,1.163
CB,12414081,Corrugated Box,Corrugated Boxes,24,14,8,Corrugated Box 24 X 14 X 8  ,Plain,Kraft,200#,C,RSC,,,,,1488,25,500,Each,0.942
CB,12414101,Corrugated Box,Corrugated Boxes,24,14,10,Corrugated Box 24 X 14 X 10  ,Plain,Kraft,200#,C,RSC,,,,,1653,20,300,Each,0.735
CB,12414121,Corrugated Box,Corrugated Boxes,24,14,12,Corrugated Box 24 X 14 X 12  ,Plain,Kraft,200#,C,RSC,,,,,1788,25,300,Each,0.72
CB,12414141,Corrugated Box,Corrugated Boxes,24,14,14,Corrugated Box 24 X 14 X 14 - 14X,Plain,Kraft,200#,C,RSC,,,,,,25,300,Each,0.744
CB,12414142,Corrugated Box,Corrugated Boxes,24,14,14,Corrugated Box 24 X 14 X 14-3/8  ,Plain,Kraft,200#,C,RSC,,,,,2043,15,270,Each,1.507
CB,12414181,Corrugated Box,Corrugated Boxes,24,14,18,Corrugated Box 24 X 14 X 18  ,Plain,Kraft,200#,C,RSC,,,,,2135,15,270,Each,1.752
CB,12414201,Corrugated Box,Corrugated Boxes,24,14,20,Corrugated Box 24 X 14 X 20  ,Plain,Kraft,200#,C,RSC,,,,,2264,15,270,Each,1.995
CB,12415121,Corrugated Box,Corrugated Boxes,24,15,12,Corrugated Box 24 X 15 X 12,Plain,Kraft,200#,C,RSC,,,,,,25,300,Each,0.837
CB,12415101,Corrugated Box,Corrugated Boxes,24,15,10,Corrugated Box 24 X 15-1/2 X 10  ,Plain,Kraft,200#,C,RSC,,,,,1822,25,250,Each,1.635
CB,12416021,Corrugated Box,Corrugated Boxes,24,16,2,Corrugated Box 24 X 16 X 2-5/8 - 1X,Plain,Kraft,ECT 32,C,RSC,,,,,1284,25,300,Each,0.51
CB,12416041,Corrugated Box,Corrugated Boxes,24,16,4,Corrugated Box 24 X 16 X 4 - 24X,Plain,Kraft,ECT 32,C,RSC,,,,,1429,25,300,Each,0.53
CB,12416061,Corrugated Box,Corrugated Boxes,24,16,6,Corrugated Box 24 X 16 X 6  ,Plain,Kraft,200#,C,RSC,,,,,1565,15,270,Each,1.02
CB,12416071,Corrugated Box,Corrugated Boxes,24,16,7,Corrugated Box 24 X 16 X 7  ,Plain,Kraft,200#,C,RSC,,,,,1668,15,270,Each,1.04
CB,12416081,Corrugated Box,Corrugated Boxes,24,16,8,Corrugated Box 24 X 16 X 8  ,Plain,Kraft,200#,C,RSC,,,,,1738,15,270,Each,1.11
CB,12416121,Corrugated Box,Corrugated Boxes,24,16,12,Corrugated Box 24 X 16 X 12,Plain,Kraft,200#,C,RSC,,,,,2037,15,270,Each,1.24
CB,12416131,Corrugated Box,Corrugated Boxes,24,16,13,Corrugated Box 24 X 16 X 13  ,Plain,Kraft,200#,C,RSC,,,,,2073,15,270,Each,1.25
CB,12416241,Corrugated Box,Corrugated Boxes,24,16,24,Corrugated Box 24 X 16 X 24  ,Plain,Kraft,200#,C,RSC,,,,,2843,10,130,Each,1.75
CB,12417121,Corrugated Box,Corrugated Boxes,24,17,12,Corrugated Box 24 X 17 X 12  ,Plain,Kraft,200#,C,RSC,,,,,2142,15,270,Each,1.48
CB,12417151,Corrugated Box,Corrugated Boxes,24,17,15,Corrugated Box 24 X 17 X 15,Plain,Kraft,200#,C,RSC,,,,,2301,15,135,Each,1.32
CB,12418101,Corrugated Box,Corrugated Boxes,24,18,10,Corrugated Box 24 X 18 X 10  ,Plain,Kraft,200#,C,RSC,,,,,2071,15,270,Each,1.4
CB,12418121,Corrugated Box,Corrugated Boxes,24,18,12,Corrugated Box 24 X 18 X 12  ,Plain,Kraft,200#,C,RSC,,,,,2214,15,270,Each,1.61
CB,12418181,Corrugated Box,Corrugated Boxes,24,18,18,Corrugated Box 24 X 18 X 18,Plain,Kraft,200#,C,RSC,,,,,2642,10,140,Each,1.58
CB,12418201,Corrugated Box,Corrugated Boxes,24,18,20,Corrugated Box 24 X 18 X 20,Plain,Kraft,200#,C,RSC,,,,,2883,10,140,Each,2.363
CB,12420091,Corrugated Box,Corrugated Boxes,24,20,9,Corrugated Box 24 X 20 X 9-1/4  ,Plain,Kraft,200#,C,RSC,,,,,2315,15,270,Each,2.308
CB,12420121,Corrugated Box,Corrugated Boxes,24,20,12,Corrugated Box 24 X 20 X 12  ,Plain,Kraft,200#,C,RSC,,,,,2467,15,270,Each,1.58
CB,12424061,Corrugated Box,Corrugated Boxes,24,24,6,Corrugated Box 24 X 24 X 6  ,Plain,Kraft,200#,C,RSC,,,,,2600,15,270,Each,2.512
CB,12424071,Corrugated Box,Corrugated Boxes,24,24,7,Corrugated Box 24 X 24 X 7  ,Plain,Kraft,200#,C,RSC,,,,,2608,15,270,Each,2.234
CB,12424121,Corrugated Box,Corrugated Boxes,24,24,12,Corrugated Box 24 X 24 X 12  ,Plain,Kraft,200#,C,RSC,,,,,3015,10,130,Each,1.86
CB,12424161,Corrugated Box,Corrugated Boxes,24,24,16,Corrugated Box 24 X 24 X 16  ,Plain,Kraft,200#,C,RSC,,,,,3341,10,130,Each,2.11
CB,12424181,Corrugated Box,Corrugated Boxes,24,24,18,Corrugated Box 24 X 24 X 18-1/2,Plain,Kraft,200#,C,RSC,,,,,3545,10,130,Each,2.25
CB,12424201,Corrugated Box,Corrugated Boxes,24,24,20,Corrugated Box 24 X 24 X 20  ,Plain,Kraft,200#,C,RSC,,,,,3667,10,130,Each,3.082
CB,12424241,Corrugated Box,Corrugated Boxes,24,24,24,Corrugated Box 24 X 24 X 24,Plain,Kraft,200#,C,RSC,,,,,3993,10,140,Each,1.9
CB,12424301,Corrugated Box,Corrugated Boxes,24,24,30,Corrugated Box 24 X 24 X 30  ,Plain,Kraft,200#,C,RSC,,,,,4482,1,140,Each,4.929
CB,12424361,Corrugated Box,Corrugated Boxes,24,24,36,Corrugated Box 24 X 24 X 36,Plain,Kraft,200#,C,RSC,,,,,4971,1,120,Each,4.978
CB,12424481,Corrugated Box,Corrugated Boxes,24,24,48,Corrugated Box 24 X 24 X 48  ,Plain,Kraft,200#,C,RSC,,,,,5950,10,140,Each,7.577
CB,12512101,Corrugated Box,Corrugated Boxes,25,12,10,Corrugated Box 25 X 12 X 10  ,Plain,Kraft,200#,C,RSC,,,,,1450,25,250,Each,1.15
CB,12514081,Corrugated Box,Corrugated Boxes,25,14,8,Corrugated Box 25 X 14 X 8  ,Plain,Kraft,200#,C,RSC,,,,,1600,15,270,Each,1.27
CB,12515121,Corrugated Box,Corrugated Boxes,25,15,12,Corrugated Box 25 X 15 X 12  ,Plain,Kraft,200#,C,RSC,,,,,2000,25,250,Each,2.061
CB,12517151,Corrugated Box,Corrugated Boxes,25,17,15,Corrugated Box 25 X 17 X 15  ,Plain,Kraft,200#,C,RSC,,,,,2359,15,270,Each,1.32
CB,12519101,Corrugated Box,Corrugated Boxes,25,19,10,Corrugated Box 25 X 19 X 10-1/2  ,Plain,Kraft,200#,C,RSC,,,,,2280,15,270,Each,2.247
CB,12525201,Corrugated Box,Corrugated Boxes,25,25,20,Corrugated Box 25 X 25 X 20,Plain,Kraft,200#,C,RSC,,,,,3903,10,140,Each,3.168
CB,12610101,Corrugated Box,Corrugated Boxes,26,10,10,Corrugated Box 26 X 10 X 10  ,Plain,Kraft,200#,C,RSC,,,,,1314,15,270,Each,1.269
CB,12612121,Corrugated Box,Corrugated Boxes,26,12,12,Corrugated Box 26 X 12 X 12  ,Plain,Kraft,200#,C,RSC,,,,,1617,20,240,Each,1.52
CB,12613121,Corrugated Box,Corrugated Boxes,26,13,12,Corrugated Box 26 X 13 X 12  ,Plain,Kraft,200#,C,RSC,,,,,1765,15,270,Each,1.931
CB,12613131,Corrugated Box,Corrugated Boxes,26,13,13,Corrugated Box 26 X 13-3/4 X 13-3/4  ,Plain,Kraft,200#,C,RSC,,,,,1973,15,270,Each,1.33
CB,12615051,Corrugated Box,Corrugated Boxes,26,15,5,Corrugated Box 26 X 15 X 5  ,Plain,Kraft,200#,C,RSC,,,,,1464,15,270,Each,1.381
CB,12615071,Corrugated Box,Corrugated Boxes,26,15,7,Corrugated Box 26 X 15 X 7  ,Plain,Kraft,200#,C,RSC,,,,,1604,15,270,Each,1.19
CB,12615121,Corrugated Box,Corrugated Boxes,26,15,12,Corrugated Box 26 X 15 X 12  ,Plain,Kraft,200#,C,RSC,,,,,1998,15,270,Each,1.48
CB,12616101,Corrugated Box,Corrugated Boxes,26,16,10,Corrugated Box 26 X 16 X 10  ,Plain,Kraft,200#,C,RSC,,,,,1971,15,270,Each,1.665
CB,12616141,Corrugated Box,Corrugated Boxes,26,16,14,Corrugated Box 26 X 16 X 14  ,Plain,Kraft,200#,C,RSC,,,,,2365,15,270,Each,1.38
CB,12616191,Corrugated Box,Corrugated Boxes,26,16,19,Corrugated Box 26 X 16 X 19  ,Plain,Kraft,200#,C,RSC,,,,,2571,10,130,Each,2.078
CB,12617051,Corrugated Box,Corrugated Boxes,26,17,5,Corrugated Box 26 X 17 X 5,Plain,Kraft,200#,C,RSC,,,,,1681,25,250,Each,1.69
CB,12618121,Corrugated Box,Corrugated Boxes,26,18,12,Corrugated Box 26 X 18 X 12  ,Plain,Kraft,200#,C,RSC,,,,,2434,15,270,Each,1.62
CB,12619121,Corrugated Box,Corrugated Boxes,26,19,12,Corrugated Box 26 X 19 X 12  ,Plain,Kraft,200#,C,RSC,,,,,2505,15,270,Each,2.204
CB,12621121,Corrugated Box,Corrugated Boxes,26,21,12,Corrugated Box 26 X 21 X 12  ,Plain,Kraft,200#,C,RSC,,,,,2779,15,270,Each,2.551
CB,12626201,Corrugated Box,Corrugated Boxes,26,26,20,Corrugated Box 26 X 26 X 20  ,Plain,Kraft,200#,C,RSC,,,,,4146,10,130,Each,3.2
CB,12714091,Corrugated Box,Corrugated Boxes,27,14,9,Corrugated Box 27 X 14 X 9  ,Plain,Kraft,200#,C,RSC,,,,,1673,15,270,Each,1.507
CB,12715061,Corrugated Box,Corrugated Boxes,27,15,6,Corrugated Box 27 X 15 X 6-1/2,Plain,Kraft,200#,C,RSC,,,,,1607,15,270,Each,1.32
CB,12717121,Corrugated Box,Corrugated Boxes,27,17,12,Corrugated Box 27 X 17 X 12,Plain,Kraft,200#,C,RSC,,,,,,20,280,Each,1.07
CB,12719091,Corrugated Box,Corrugated Boxes,27,19,9,Corrugated Box 27 X 19 X 9  ,Plain,Kraft,200#,C,RSC,,,,,2317,15,270,Each,2.358
CB,12723081,Corrugated Box,Corrugated Boxes,27,23,8,"Corrugated Box 27 X 23 X 8-1/2    W/ 2-1/2"", 4-1/2"", 6-1/2"" SCORES",Plain,Kraft,200#,C,RSC,,,,,2938,15,135,Each,2.331
CB,12727271,Corrugated Box,Corrugated Boxes,27,27,27,Corrugated Box 27 X 27 X 27  ,Plain,Kraft,200#,C,RSC,,,,,5037,10,120,Each,4.574
CB,12727361,Corrugated Box,Corrugated Boxes,27,27,36,Corrugated Box 27 X 27 X 36  ,Plain,Kraft,200#,C,RSC,,,,,6026,10,140,Each,7.921
CB,12806061,Corrugated Box,Corrugated Boxes,28,6,6,Corrugated Box 28 X 6 X 6  ,Plain,Kraft,200#,C,RSC,,,,,753,25,500,Each,0.708
CB,12812081,Corrugated Box,Corrugated Boxes,28,12,8,Corrugated Box 28 X 12 X 8  ,Plain,Kraft,200#,C,RSC,,,,,1456,15,270,Each,0.96
CB,12814281,Corrugated Box,Corrugated Boxes,28,14,28,Corrugated Box 28 X 14 X 28  ,Plain,Kraft,200#,C,RSC,,,,,3156,10,140,Each,3.748
CB,12815121,Corrugated Box,Corrugated Boxes,28,15,12,Corrugated Box 28 X 15 X 12,Plain,Kraft,200#,C,RSC,,,,,,15,300,Each,0.829
CB,12816051,Corrugated Box,Corrugated Boxes,28,16,5,Corrugated Box 28 X 16 X 5  ,Plain,Kraft,200#,C,RSC,,,,,1645,15,405,Each,1.406
CB,12816071,Corrugated Box,Corrugated Boxes,28,16,7,Corrugated Box 28 X 16 X 7  ,Plain,Kraft,200#,C,RSC,,,,,1764,15,270,Each,1.664
CB,12816091,Corrugated Box,Corrugated Boxes,28,16,9,Corrugated Box 28 X 16 X 9  ,Plain,Kraft,200#,C,RSC,,,,,1950,15,270,Each,1.46
CB,12816121,Corrugated Box,Corrugated Boxes,28,16,12,Corrugated Box 28 X 16 X 12  ,Plain,Kraft,200#,C,RSC,,,,,2150,10,260,Each,1.51
CB,12816141,Corrugated Box,Corrugated Boxes,28,16,14,Corrugated Box 28 X 16 X 14  ,Plain,Kraft,200#,C,RSC,,,,,2318,15,270,Each,1.968
CB,12817041,Corrugated Box,Corrugated Boxes,28,17,4,Corrugated Box 28 X 17 X 4 - R4,Plain,Kraft,ECT 32,C,RSC,,,,,1713,15,405,Each,1.619
CB,12817051,Corrugated Box,Corrugated Boxes,28,17,5,Corrugated Box 28 X 17 X 5 - R5,Plain,Kraft,ECT 32,C,RSC,,,,,,20,280,Each,0.609
CB,12828061,Corrugated Box,Corrugated Boxes,28,28,6,Corrugated Box 28 X 28 X 6  ,Plain,Kraft,200#,C,RSC,,,,,3399,10,140,Each,3.504
CB,12828121,Corrugated Box,Corrugated Boxes,28,28,12,Corrugated Box 28 X 28 X 12  ,Plain,Kraft,200#,C,RSC,,,,,3893,10,140,Each,4.127
CB,12828201,Corrugated Box,Corrugated Boxes,28,28,20,Corrugated Box 28 X 28 X 20  ,Plain,Kraft,200#,C,RSC,,,,,4652,10,120,Each,3.7
CB,12828281,Corrugated Box,Corrugated Boxes,28,28,28,Corrugated Box 28 X 28 X 28  ,Plain,Kraft,200#,C,RSC,,,,,5412,1,140,Each,4.972
CB,12908081,Corrugated Box,Corrugated Boxes,29,8,8,Corrugated Box 29 X 8 X 8  ,Plain,Kraft,200#,C,RSC,,,,,1088,25,500,Each,1.118
CB,12910091,Corrugated Box,Corrugated Boxes,29,10,9,Corrugated Box 29 X 10 X 9  ,Plain,Kraft,200#,C,RSC,,,,,1327,15,270,Each,1.211
CB,12915041,Corrugated Box,Corrugated Boxes,29,15,4,Corrugated Box 29 X 15 X 4  ,Plain,Kraft,200#,C,RSC,,,,,1520,15,270,Each,1.648
CB,12917031,Corrugated Box,Corrugated Boxes,29,17,3,Corrugated Box 29 X 17 X 3 - G3,Plain,Kraft,ECT 32,C,RSC,,,,,1641,25,300,Each,0.63
CB,12917071,Corrugated Box,Corrugated Boxes,29,17,7,Corrugated Box 29 X 17 X 7 - G7,Plain,Kraft,200#,C,RSC,,,,,1953,25,300,Each,0.79
CB,12917091,Corrugated Box,Corrugated Boxes,29,17,9,Corrugated Box 29 X 17 X 9 - G9,Plain,Kraft,200#,C,RSC,,,,,2109,25,300,Each,0.85
CB,12917121,Corrugated Box,Corrugated Boxes,29,17,12,Corrugated Box 29 X 17 X 12 - G12,Plain,Kraft,200#,C,RSC,,,,,2344,15,300,Each,0.931
CB,12917151,Corrugated Box,Corrugated Boxes,29,17,15,Corrugated Box 29 X 17 X 15 - G15,Plain,Kraft,200#,C,RSC,,,,,2578,15,300,Each,1.038
CB,12917201,Corrugated Box,Corrugated Boxes,29,17,20,Corrugated Box 29 X 17 X 20 - G20,Plain,Kraft,200#,C,RSC,,,,,3045,15,135,Each,1.18
CB,13006061,Corrugated Box,Corrugated Boxes,30,6,6,Corrugated Box 30 X 6 X 6  ,Plain,Kraft,200#,C,RSC,,,,,804,25,500,Each,0.81
CB,13013131,Corrugated Box,Corrugated Boxes,30,13,13,Corrugated Box 30 X 13 X 13  ,Plain,Kraft,200#,C,RSC,,,,,2017,25,250,Each,1.873
CB,13014071,Corrugated Box,Corrugated Boxes,30,14,7,Corrugated Box 30 X 14 X 7,Plain,Kraft,200#,C,RSC,,,,,1645,15,270,Each,1.492
CB,13015151,Corrugated Box,Corrugated Boxes,30,15,15,Corrugated Box 30 X 15 X 15,Plain,Kraft,200#,C,RSC,,,,,2370,10,260,Each,2.036
CB,13020091,Corrugated Box,Corrugated Boxes,30,20,9,Corrugated Box 30 X 20 X 9  ,Plain,Kraft,200#,C,RSC,,,,,2602,10,130,Each,2.08
CB,13024101,Corrugated Box,Corrugated Boxes,30,24,10,Corrugated Box 30 X 24 X 10  ,Plain,Kraft,200#,C,RSC,,,,,3200,10,130,Each,2.55
CB,13024121,Corrugated Box,Corrugated Boxes,30,24,12,Corrugated Box 30 X 24 X 12  ,Plain,Kraft,200#,C,RSC,,,,,3469,10,130,Each,2.63
CB,13024241,Corrugated Box,Corrugated Boxes,30,24,24,Corrugated Box 30 X 24 X 24  ,Plain,Kraft,200#,C,RSC,,,,,4723,5,125,Each,3.62
CB,13030301,Corrugated Box,Corrugated Boxes,30,30,30,Corrugated Box 30 X 30 X 30  ,Plain,Kraft,200#,C,RSC,,,,,6202,1,130,Each,5.602
CB,13116091,Corrugated Box,Corrugated Boxes,31,16,9,Corrugated Box 31 X 16 X 9  ,Plain,Kraft,200#,C,RSC,,,,,2075,15,270,Each,2.158
